field_id,business_name,target_path,data_layer,source_document,source_location_type,source_unit,target_unit,criticality,extraction_method,target_nodes,missing_policy,conflict_policy,evidence_required,value_type,cardinality,contract_sources,node_requirement,default_or_prior,mapping_coverage,extraction_coverage,assembly_coverage,coverage_gap,notes
mock_adapter_output,测试适配器输出,mock_adapter_output,MODEL_PARAMETER,parameter-pack:synthetic-model-validation-fixture-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,仅用于合成测试和模型验证，不得作为客户资料抽取目标。
pipeline.design_pressure_mpa,设计压力,pipeline.design_pressure_mpa,PROJECT_FACT,01_管线与管段台账.xlsx,cell,MPa,MPa,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标geometry_material.design_pressure_mpa；组：管道几何、材料与设计；要求：REQUIRED。
pipeline.gas_composition_mole_fraction,气体摩尔组分,pipeline.gas_composition_mole_fraction,PROJECT_FACT,03_天然气组分.xlsx,cell,%,fraction,BLOCKING,deterministic,aqt3046_source_term|data_inventory|human_qra,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,object,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED|RUNTIME_REQUIRED_FOR_S00,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,气体摩尔组分
pipeline.gas_composition_mole_fraction.carbon_dioxide,二氧化碳摩尔分数,pipeline.gas_composition_mole_fraction.carbon_dioxide,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.gas_co2_fraction；组：运行工况与输送介质；要求：CONDITIONAL。
pipeline.gas_composition_mole_fraction.methane,甲烷摩尔分数,pipeline.gas_composition_mole_fraction.methane,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标operation_medium.gas_methane_fraction；组：运行工况与输送介质；要求：REQUIRED。
pipeline.installation,installation,pipeline.installation,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.material,material,pipeline.material,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.operating_pressure_data_status,operating_pressure_data_status,pipeline.operating_pressure_data_status,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.operating_pressure_mpa,运行压力,pipeline.operating_pressure_mpa,PROJECT_FACT,02_运行工况.csv,cell,MPa,MPa,BLOCKING,deterministic,adaptive_evidence_qra|aqt3046_source_term|data_inventory|gbt34346_annex_c|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标operation_medium.operating_pressure_mpa；组：运行工况与输送介质；要求：REQUIRED。
pipeline.operating_temperature_data_status,operating_temperature_data_status,pipeline.operating_temperature_data_status,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.operating_temperature_k,运行温度,pipeline.operating_temperature_k,PROJECT_FACT,02_运行工况.csv,cell,°C,K,BLOCKING,deterministic,adaptive_evidence_qra|aqt3046_source_term|data_inventory|gbt34346_annex_c|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标operation_medium.operating_temperature_k；组：运行工况与输送介质；要求：REQUIRED。
pipeline.outside_diameter_mm,管线共性外径,pipeline.outside_diameter_mm,PROJECT_FACT,01_管线与管段台账.xlsx,cell,mm,mm,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,管线共性外径
pipeline.pipeline_id,管线编号,pipeline.pipeline_id,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,管线编号
pipeline.population_spatial_data_status,population_spatial_data_status,pipeline.population_spatial_data_status,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.service,输送介质类型,pipeline.service,PROJECT_FACT,02_运行工况.csv,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标operation_medium.service；组：运行工况与输送介质；要求：REQUIRED。
pipeline.source_refs,source_refs,pipeline.source_refs,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.total_length_km,管线总长度,pipeline.total_length_km,PROJECT_FACT,01_管线与管段台账.xlsx,cell,km,km,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,管线总长度
pipeline.wall_thickness_data_status,wall_thickness_data_status,pipeline.wall_thickness_data_status,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
pipeline.wall_thickness_mm,管线共性壁厚,pipeline.wall_thickness_mm,PROJECT_FACT,01_管线与管段台账.xlsx,cell,mm,mm,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,管线共性壁厚
population_cell.cell_id,人口网格编号,population_cells.*.cell_id,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,BLOCKING,deterministic,data_inventory|human_qra,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,人口网格编号
population_cell.outdoor_fraction_day,昼间室外人口比例,population_cells.*.outdoor_fraction_day,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,OPTIONAL_WITH_EXPLICIT_PRIOR,CURRENT_CODE_DEFAULT=1.0; REGISTERED_IN_SYNTHETIC_CONSEQUENCE_PARAMETERS_V1,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.outdoor_fraction_day；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cell.outdoor_fraction_night,夜间室外人口比例,population_cells.*.outdoor_fraction_night,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,OPTIONAL_WITH_EXPLICIT_PRIOR,CURRENT_CODE_DEFAULT=1.0; REGISTERED_IN_SYNTHETIC_CONSEQUENCE_PARAMETERS_V1,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.outdoor_fraction_night；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cell.population_day,昼间人口,population_cells.*.population_day,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,person,person,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,OPTIONAL|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.population_day；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cell.population_night,夜间人口,population_cells.*.population_night,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,person,person,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,OPTIONAL|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.population_night；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cell.receptor_type,受体类型,population_cells.*.receptor_type,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.receptor_type；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cell.xy_m,受体坐标,population_cells.*.xy_m,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,m,m,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,array,MANY,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,OPTIONAL|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标population_receptors.receptor_xy；组：人口、建筑与敏感受体；要求：REQUIRED。
population_cells,population_cells,population_cells,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,array,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,DETERMINISTIC_MAPPING_GAP|EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
raw_data_categories,原始资料类别,raw_data_categories,PROJECT_FACT,01_管线与管段台账.xlsx|02_运行工况.csv|03_天然气组分.xlsx|04_CIPS与腐蚀检测.xlsx|05_缺陷与维修记录.docx|06_第三方与巡线记录.xlsx|07_人口和敏感受体.xlsx|08_气象联合概率.csv|09_现场检查扫描件.pdf|10_现场照片说明.png,mixed,,,IMPORTANT,deterministic/ocr/llm,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,object,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,OPTIONAL,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,原始资料类别
risk_matrix_criteria,风险矩阵展示准则,risk_matrix_criteria,MODEL_PARAMETER,parameter-pack:synthetic-risk-criteria-v1,system,,,IMPORTANT,system,risk_matrix,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,OPTIONAL,VERSIONED_SYSTEM_CRITERIA_PRIOR,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
schema_version,schema_version,schema_version,RUN_ASSUMPTION,run-assumption:S00_BASELINE-v1,system,,,OPTIONAL,system,,REQUIRE_EXPLICIT_RECORD_OR_DOCUMENTED_NOT_APPLICABLE,EXPLICIT_DECISION_REQUIRED,false,string,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,REVIEW_ASSEMBLY_GAP,
segment.area_activity,区域活动等级,segments.*.area_activity,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.area_activity_level；组：第三方损伤与占压活动；要求：REQUIRED。
segment.burial_depth_m,埋深,segments.*.burial_depth_m,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,m,m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标third_party.burial_depth_m；组：第三方损伤与占压活动；要求：REQUIRED。
segment.commissioning_year,投产年份,segments.*.commissioning_year,PROJECT_FACT,01_管线与管段台账.xlsx,cell,year,year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.commissioning_year；组：管道几何、材料与设计；要求：REQUIRED。
segment.downstream_valve_km,下游隔离阀里程,segments.*.downstream_valve_km,PROJECT_FACT,02_运行工况.csv,cell,km,km,BLOCKING,deterministic,adaptive_evidence_qra|aqt3046_source_term|data_inventory|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.downstream_valve_chainage_km；组：阀室、隔离、监控与泄漏检测；要求：REQUIRED。
segment.end_km,终点里程,segments.*.end_km,PROJECT_FACT,01_管线与管段台账.xlsx,cell,km,km,BLOCKING,deterministic,adaptive_evidence_qra|aqt3046_source_term|data_inventory|human_qra|indicator_coverage|leak_point_discretization|segment_geometry,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED|RUNTIME_REQUIRED_FOR_S00|UPSTREAM_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标geometry_material.end_chainage_km；组：管道几何、材料与设计；要求：REQUIRED。
segment.end_xy_m,管段终点坐标,segments.*.end_xy_m,PROJECT_FACT,01_管线与管段台账.xlsx,cell,m,m,BLOCKING,deterministic,data_inventory|human_qra|leak_point_discretization,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,array,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,管段终点坐标
segment.leak_detection_time_s,泄漏检测时间,segments.*.leak_detection_time_s,PROJECT_FACT,02_运行工况.csv,cell,s,s,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标valve_control.leak_detection_time_s；组：阀室、隔离、监控与泄漏检测；要求：REQUIRED。
segment.length_km,管段长度,segments.*.length_km,PROJECT_FACT,01_管线与管段台账.xlsx,cell,km,km,BLOCKING,deterministic,adaptive_evidence_qra|data_inventory|human_qra|indicator_coverage|segment_geometry,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标geometry_material.length_km；组：管道几何、材料与设计；要求：REQUIRED。
segment.material_grade,material_grade,segments.*.material_grade,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,data_inventory,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,any,MANY,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,EXTRACTION_SCHEMA_GAP|REVIEW_ASSEMBLY_GAP,
segment.outside_diameter_mm,外径,segments.*.outside_diameter_mm,PROJECT_FACT,01_管线与管段台账.xlsx,cell,mm,mm,BLOCKING,deterministic,adaptive_evidence_qra|aqt3046_source_term|data_inventory|gbt34346_annex_c|human_qra|indicator_coverage,BLOCK_NODE_AND_REQUEST_SOURCE,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,DETERMINISTIC_MAPPING_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标geometry_material.outside_diameter_mm；组：管道几何、材料与设计；要求：REQUIRED。
